,1075,1075_,1076,1076_,1077,1077_,1125,1125_,1126,1126_,1127,1127_,1128,1128_,1129,1129_,1130,1130_,1131,1131_,1132,1132_,1172,1172_,1173,1173_,1174,1174_,1175,1175_,1176,1176_,1177,1177_,1178,1178_,1179,1179_,1180,1180_,1181,1181_,1182,1182_,1183,1183_,1184,1184_,1221,1221_,1222,1222_,1223,1223_,1224,1224_,1225,1225_,1227,1227_,1228,1228_,1229,1229_,1230,1230_,1231,1231_,1232,1232_,1233,1233_,1234,1234_,1235,1235_,1272,1272_,1273,1273_,1274,1274_,1278,1278_,1279,1279_,1280,1280_,1281,1281_,1282,1282_,1283,1283_,1284,1284_,1285,1285_,1286,1286_,1287,1287_,1326,1326_,1327,1327_,1331,1331_,1332,1332_,1333,1333_,1334,1334_,1335,1335_,1336,1336_,1337,1337_,1338,1338_,1339,1339_,1376,1376_,1377,1377_,1378,1378_,1380,1380_,1382,1382_,1383,1383_,1384,1384_,1385,1385_,1386,1386_,1387,1387_,1388,1388_,1389,1389_,1390,1390_,1426,1426_,1431,1431_,1434,1434_,1435,1435_,1436,1436_,1437,1437_,1438,1438_,1439,1439_,1441,1441_,1442,1442_,1480,1480_,1482,1482_,1483,1483_,1530,1530_,1532,1532_,1533,1533_,1580,1580_,1630,1630_,1684,1684_,1733,1733_,1734,1734_,1783,1783_,2068,2068_,2069,2069_,2118,2118_,2119,2119_,2168,2168_
2016-05-17 01:00:00,18.0,13.8370978435,21.0,20.081723849,8.0,9.86367503802,12.0,18.0098703702,49.0,40.0399373372,103.0,100.643572489,126.0,143.038359324,158.0,173.86491394,351.0,322.140375773,25.0,50.4254480998,0.0,-1.12479908268,2.0,4.17632365227,14.0,15.9411594073,12.0,16.3150415421,4.0,6.31084787846,14.0,10.9821694692,162.0,168.041862488,256.0,201.284138997,181.0,157.633710225,150.0,174.879646301,170.0,192.986071269,178.0,169.510438283,18.0,30.538438797,1.0,8.25870627165,5.0,4.45569797357,13.0,9.92400383949,12.0,15.4595074654,13.0,16.4567535718,2.0,3.73965541522,110.0,127.28786087,209.0,186.458491007,214.0,157.474688212,248.0,216.61466217,297.0,258.53049469,481.0,402.346720378,179.0,185.783803304,55.0,55.2002112071,30.0,19.6460296313,4.0,7.24435766538,8.0,10.8416396777,5.0,5.74866334597,4.0,5.33387796084,0.0,8.69321990013,42.0,29.7662321726,211.0,187.485087077,284.0,275.724934896,85.0,59.5804357529,5.0,15.3928903739,68.0,50.6031068166,27.0,35.3100309372,17.0,14.2214320501,23.0,26.0137025515,25.0,30.6641461054,7.0,9.75552546978,54.0,64.9926986694,55.0,65.964902242,31.0,43.1233428319,2.0,2.72002334396,6.0,8.73902968566,37.0,22.2275905609,21.0,14.6117649873,6.0,6.94049215317,8.0,14.2786335945,6.0,7.4913914601,12.0,6.25575351715,9.0,5.63813690344,9.0,10.2993218104,30.0,20.5902721087,68.0,74.6259021759,23.0,29.1317520142,20.0,11.43364501,14.0,14.9331997236,10.0,11.1873158614,11.0,7.25061353048,10.0,8.19650657972,8.0,5.23995081584,21.0,10.7357544104,0.0,3.03998253743,3.0,4.51718044281,18.0,13.2004985809,15.0,14.6382625103,3.0,6.20762737592,3.0,3.7905194362,4.0,3.32103383541,3.0,3.94931574663,8.0,5.83125193914,6.0,8.7823146979,5.0,6.97810371717,7.0,8.64165385564,11.0,4.45854107539,9.0,8.29196468989,10.0,3.01861637831,10.0,3.38626792034,0.0,7.11939251423,1.0,4.00470193227,114.0,51.0547455152,8.0,58.5787296295,26.0,49.1929861705,4.0,10.0180516243,57.0,93.205792745,1.0,21.6255210241,42.0,51.7712542216
2016-05-17 02:00:00,7.0,7.4463463227,14.0,9.95241530736,2.0,6.26371779293,9.0,10.2584365209,25.0,27.3478956223,45.0,56.8334299723,97.0,85.1329307556,143.0,116.417580922,337.0,293.348912557,19.0,23.283560276,0.0,-4.17955609163,1.0,1.78451522191,5.0,10.5812536081,5.0,10.3263820012,3.0,4.04658945402,11.0,7.50202507898,80.0,112.99029541,128.0,125.007970174,103.0,94.0055465698,106.0,91.3014144897,115.0,106.559965769,152.0,133.096271515,13.0,18.9005599022,0.0,5.52772578597,3.0,2.84322792292,6.0,6.78162368139,2.0,7.22397502263,10.0,11.4863785108,3.0,1.62856794149,92.0,73.2762883504,153.0,136.108069102,121.0,110.72367986,113.0,129.471055349,173.0,141.495915731,305.0,242.330459595,76.0,112.25947698,22.0,18.8538762728,15.0,11.515466849,3.0,3.79801944892,6.0,6.60159214338,1.0,3.59265251954,4.0,3.1401860714,2.0,4.48780501882,28.0,19.0494863192,113.0,113.907241821,129.0,150.227251689,23.0,30.1301622391,3.0,8.62761582931,38.0,30.1854190826,37.0,21.7279987335,10.0,11.1686416467,12.0,14.1260495981,7.0,17.9612489541,4.0,4.13539665937,48.0,41.0762322744,42.0,37.288588206,20.0,7.15556470553,3.0,3.74731463194,5.0,7.21566283703,37.0,18.6609347661,11.0,8.25096170108,4.0,3.33577603102,10.0,10.4122522672,3.0,5.961536328,7.0,4.60517613093,6.0,3.37288248539,10.0,6.77184422811,8.0,13.9979117711,54.0,52.3910433451,18.0,19.3747545878,4.0,8.9584338665,8.0,9.9500729243,9.0,6.95410039028,10.0,5.57017227014,12.0,7.13915252686,8.0,3.45564881961,12.0,9.09273481369,0.0,1.6078207766,4.0,2.63644959529,11.0,9.90874497096,4.0,9.2797340552,1.0,3.9200565815,3.0,2.5538952748,1.0,1.56417105595,1.0,2.32904918989,8.0,5.33393557866,4.0,5.48041117191,7.0,5.51927093665,13.0,7.28288209438,12.0,3.25651343664,7.0,6.88093491395,6.0,1.96972196052,7.0,2.60736151536,0.0,5.37149557968,1.0,2.25042297443,2.0,11.0010435184,0.0,24.4046977758,0.0,18.9200585882,0.0,5.35444549719,2.0,50.1850379308,0.0,5.44992607832,0.0,33.2769463857
2016-05-17 03:00:00,5.0,1.66167843342,8.0,9.93056297302,2.0,4.30112014959,12.0,2.7129701376,17.0,20.201338927,25.0,34.7610708872,43.0,57.7508494059,90.0,76.0139039358,209.0,218.75721995,15.0,18.3691720963,0.0,-4.93842769663,1.0,0.290994554758,3.0,6.80392404397,2.0,6.75329383214,1.0,1.83655791078,6.0,3.2714064382,63.0,61.897808075,77.0,80.9920679728,66.0,57.1817792257,46.0,55.2139352163,67.0,71.6074721018,76.0,99.0570500692,18.0,12.3295928637,0.0,3.87024999658,0.0,1.69502653678,3.0,3.20874557892,3.0,3.5119541809,11.0,7.32011270523,2.0,0.66558850805,53.0,56.6521313985,114.0,91.330116272,67.0,79.954653422,75.0,80.1895198822,79.0,91.380540212,202.0,194.574473063,60.0,56.2853851318,27.0,16.9648515383,15.0,12.0622367064,3.0,1.6243262291,2.0,3.33813335498,2.0,1.5028004845,1.0,2.32071755826,1.0,2.37835248808,10.0,19.5046606064,75.0,67.9949372609,72.0,91.8951288859,9.0,17.2077196439,2.0,4.58727838596,17.0,23.2645225525,21.0,22.1225376129,10.0,7.92195681234,5.0,9.62903936704,8.0,13.3035053412,0.0,0.60371508201,36.0,38.829181989,29.0,30.9358739853,10.0,5.16188573837,2.0,2.07678689808,6.0,2.59229894479,16.0,12.1306826274,7.0,6.37841051817,1.0,2.54932415485,9.0,8.40818123023,6.0,4.13869116704,3.0,2.61655340592,4.0,2.02426119645,8.0,3.03933375577,10.0,22.1292128563,35.0,45.7909905116,12.0,22.6211430232,1.0,8.04371408621,5.0,5.87668410937,3.0,2.53745983044,2.0,3.57197855134,3.0,6.43391752243,2.0,2.93286261956,12.0,6.73020720482,1.0,0.488053192695,3.0,1.68173983693,3.0,5.72493378321,4.0,4.72875956694,2.0,2.7371506393,3.0,1.75242397189,0.0,0.446941837668,3.0,0.759763330221,8.0,4.75155218442,7.0,3.8856716156,3.0,4.37333705028,7.0,7.01711122195,2.0,3.15818570058,6.0,4.3701436917,0.0,1.05156582594,7.0,2.0563814044,0.0,2.88074761629,0.0,0.802703787883,1.0,6.87241669496,0.0,25.2866133451,0.0,12.1610819101,0.0,1.99873886506,32.0,44.3911689123,0.0,4.69876946012,0.0,17.9841074944
2016-05-17 04:00:00,4.0,6.85749629637,8.0,14.0807387034,4.0,6.71009741227,7.0,5.97437901795,23.0,21.4327546755,30.0,24.502038002,41.0,37.9180561701,65.0,61.2413209279,100.0,162.760238647,9.0,18.4466400146,1.0,-1.18217603963,1.0,1.22286747893,4.0,8.54073651632,1.0,8.21977933248,2.0,2.46497042974,2.0,5.62682708104,37.0,40.0502284368,68.0,70.5152435303,64.0,56.3978856405,52.0,60.807100296,79.0,96.8876228333,105.0,103.832965851,14.0,16.3404097557,3.0,5.83779096603,2.0,1.59398232897,4.0,3.87546060483,4.0,3.73420115312,6.0,9.38696948687,1.0,1.36688477794,48.0,37.2407490412,103.0,83.2046991984,75.0,71.1861534119,79.0,82.7441202799,83.0,90.997891744,165.0,168.481300354,48.0,56.6327288946,31.0,24.1300470829,13.0,17.7284620603,2.0,1.73578788837,1.0,4.00740502278,2.0,1.88941864173,6.0,2.68531676133,7.0,6.96455911174,15.0,21.7556498051,75.0,76.4222551982,73.0,81.1613922119,13.0,10.638944149,5.0,3.68464489778,18.0,23.2277062734,22.0,29.3824920654,11.0,10.7618141522,5.0,6.64805853367,8.0,6.38913403203,4.0,4.97638132175,35.0,46.7389596303,37.0,50.0715421041,19.0,26.6739439964,3.0,5.96444052458,8.0,6.83466692766,12.0,15.0264839331,5.0,7.38193792105,1.0,2.73616311948,16.0,6.04096746445,4.0,3.73541810115,2.0,2.93626644214,6.0,2.65096912781,3.0,5.89798040688,22.0,27.9676462809,42.0,62.8263034821,32.0,28.3726638158,8.0,10.7716987928,6.0,7.93060096105,5.0,3.95074293266,6.0,3.84867835045,3.0,6.52693092823,2.0,2.99313866099,16.0,6.08027919134,1.0,2.36153175433,5.0,2.00835230947,11.0,8.44815707207,5.0,8.22542858124,6.0,3.44072631995,3.0,1.67587256432,2.0,1.22286747893,2.0,1.36688477794,8.0,6.7267194589,5.0,5.52418661118,7.0,5.26058749358,8.0,7.92223823071,3.0,3.48929021756,8.0,5.41881430149,4.0,2.19679599007,9.0,3.14857770006,0.0,4.13287065427,1.0,1.53361368179,4.0,21.0541063944,0.0,4.52374442418,1.0,12.0363851388,0.0,2.68480654558,28.0,31.1347929637,0.0,5.89958932996,1.0,15.5175541242
2016-05-17 05:00:00,10.0,16.7883264224,23.0,35.5868810018,19.0,26.3963521322,17.0,18.4150292079,49.0,44.2545986176,51.0,49.903160731,64.0,44.1134440104,84.0,77.3760604858,62.0,76.0654996236,18.0,33.8080615997,3.0,12.0593475501,4.0,3.15269794067,23.0,10.9702528318,10.0,12.8608206113,9.0,4.67943588893,5.0,8.40336736043,37.0,45.8461666107,57.0,75.2679195404,113.0,106.901411692,129.0,105.933119456,344.0,285.260884603,199.0,221.290003459,25.0,28.7091499964,8.0,9.45116996765,0.0,3.29671523968,2.0,4.65349209309,4.0,5.80353569984,8.0,12.7149333954,0.0,3.15269794067,39.0,33.6150032679,97.0,92.8134778341,134.0,120.559304555,140.0,131.295543671,107.0,139.980954488,156.0,164.415578206,95.0,102.566407522,76.0,72.4555644989,43.0,40.7599576314,2.0,3.42611399293,2.0,4.37211058537,2.0,3.42611399293,8.0,5.59598326683,9.0,13.5730112394,47.0,46.01588281,149.0,138.297465007,99.0,129.724026998,24.0,30.9276248614,21.0,20.9102532069,58.0,61.2407741547,67.0,61.1820875804,22.0,26.9203923543,7.0,8.44253546,4.0,5.21757427851,14.0,15.0030474663,96.0,92.5611305237,111.0,121.560456594,73.0,69.5302499135,13.0,19.5221201579,19.0,22.3607158661,31.0,28.7140401204,16.0,15.6270109812,3.0,4.45216544469,1.0,7.61169521014,1.0,5.00987080733,2.0,4.28661473592,2.0,4.72567300002,4.0,9.38870747884,100.0,86.407134374,158.0,166.913102468,90.0,91.4564971924,20.0,18.5071187019,15.0,12.5608369509,12.0,7.35826690992,7.0,6.64034533501,4.0,7.25427007675,1.0,4.36765446266,15.0,9.43606328964,1.0,4.5104234616,2.0,4.25719713171,22.0,13.3181117376,17.0,12.4055139224,13.0,5.49919442336,1.0,3.29671523968,1.0,3.4721408089,2.0,3.29671523968,11.0,7.99591000875,18.0,7.2528339227,19.0,8.02179129918,20.0,9.62067214648,7.0,4.54617460569,5.0,7.58262197177,12.0,3.97580357393,6.0,5.49462457498,0.0,6.89210430781,0.0,3.44270552198,2.0,15.7898693482,3.0,18.3228244483,37.0,25.281326135,3.0,3.99705869953,125.0,66.3336187998,1.0,10.556034565,67.0,40.8326063156
2016-05-17 06:00:00,31.0,41.0421921412,85.0,88.1900609334,86.0,73.2148895264,40.0,48.3134924571,113.0,114.843578339,136.0,137.252965291,110.0,132.217740377,229.0,196.245394389,126.0,166.980993907,51.0,75.1270917257,17.0,30.3226234118,7.0,6.61398029327,30.0,23.601096948,41.0,27.1737016042,14.0,10.7379538218,5.0,13.4273656209,69.0,80.8936360677,148.0,169.824123383,261.0,298.072433472,326.0,324.17296346,1169.0,1034.03447469,553.0,566.407328288,64.0,65.8669948578,38.0,18.436100165,2.0,6.46996307373,5.0,7.03296558062,10.0,10.3465361595,24.0,23.7684466044,3.0,6.46996307373,67.0,54.1664237976,195.0,169.296437581,348.0,327.047068278,437.0,407.44043986,356.0,319.666859945,260.0,290.731333415,269.0,290.602462769,243.0,239.512235006,103.0,106.915130615,5.0,6.60687716802,8.0,7.21743114789,3.0,6.60687716802,21.0,12.065718015,38.0,26.7721970876,161.0,127.827430725,396.0,410.743982951,236.0,277.186175028,63.0,93.0838241577,62.0,56.5537471771,187.0,162.944628398,162.0,157.95279185,69.0,60.5506413778,2.0,9.82878454526,1.0,7.51656150818,50.0,45.0625314713,259.0,282.721595764,386.0,377.856781006,302.0,294.86541748,52.0,68.4041697184,58.0,54.4079538981,61.0,62.9643923442,27.0,42.7957731883,6.0,8.7961192131,1.0,8.27011231581,3.0,7.82907454173,1.0,6.78230277697,3.0,7.31076407433,3.0,17.1792405446,273.0,281.837053935,467.0,479.827168783,221.0,244.324788411,43.0,33.1162694295,29.0,26.0767825445,12.0,15.6334339778,16.0,10.8946989377,8.0,11.1699126561,1.0,6.58729775747,16.0,16.9662958781,5.0,9.86273479462,11.0,7.32315770785,39.0,26.4761749903,35.0,26.1110124588,22.0,11.1436041196,10.0,6.56168492635,8.0,6.64538868268,5.0,6.78940590223,15.0,13.1122239431,15.0,13.0790681839,24.0,14.7532289823,22.0,18.4268023173,4.0,7.65446035067,14.0,9.67021687826,15.0,9.01199102402,8.0,8.76468531291,4.0,13.810315609,4.0,6.87754678726,13.0,44.6515057882,11.0,48.0091355642,72.0,52.9288819631,12.0,9.67823775609,170.0,144.432046254,7.0,21.7405071259,57.0,67.4829241435
2016-05-17 07:00:00,56.0,72.3044757843,162.0,185.568723043,168.0,162.871770223,87.0,84.7381248474,154.0,187.794507345,303.0,276.553365072,228.0,232.49621582,352.0,390.775283813,229.0,242.433863322,108.0,144.903652191,33.0,64.9810759226,19.0,9.81626097361,42.0,36.5092741648,66.0,53.849489212,24.0,15.8497153918,10.0,17.7302350998,108.0,128.321702321,252.0,278.469286601,504.0,519.503311157,576.0,561.797027588,1301.0,1244.14292399,752.0,705.385569255,157.0,138.680295308,56.0,32.9090131124,3.0,8.68642759323,8.0,9.4530022939,20.0,15.7004718781,43.0,39.2547995249,6.0,8.77814944585,92.0,94.0479342143,246.0,249.979522705,570.0,554.440175374,750.0,772.996439616,591.0,587.29691569,496.0,488.529703776,527.0,546.844075521,471.0,467.56392924,237.0,193.983477275,2.0,9.10111753146,6.0,9.81898673375,8.0,8.64040088654,27.0,18.2854789098,59.0,49.361700058,286.0,276.698778788,758.0,780.610036214,580.0,536.813415527,237.0,218.550186157,99.0,115.864401499,383.0,328.145573934,358.0,320.107671102,167.0,120.07408905,6.0,12.9418093363,3.0,9.8328470389,106.0,97.5122706095,633.0,596.193806966,966.0,895.169270833,706.0,695.904205322,216.0,188.720690409,110.0,105.571383158,124.0,120.685426076,48.0,69.9933344523,12.0,12.433409214,2.0,9.33122754097,2.0,8.87442382177,2.0,8.53530740738,2.0,9.65850321452,17.0,28.0327808062,532.0,571.651316325,739.0,717.674743652,509.0,480.384109497,61.0,58.6906229655,61.0,46.1675326029,40.0,21.5413452784,23.0,16.6218250593,34.0,15.8762375514,1.0,8.58133411407,16.0,20.4331248601,29.0,13.4929951032,13.0,10.3190876643,47.0,46.3283081055,66.0,47.3104082743,30.0,17.0779781342,25.0,9.62887779872,6.0,9.25445954005,11.0,9.281686306,24.0,17.0828054746,20.0,17.2696094513,24.0,22.1278238297,48.0,24.7447986603,4.0,10.2541472117,13.0,13.0991562208,22.0,13.6328996023,8.0,11.5673200289,11.0,18.4960335096,6.0,9.24102989833,96.0,106.616627375,247.0,144.967355092,88.0,78.5636622111,19.0,14.6732139587,120.0,170.914026896,27.0,32.4343868891,112.0,90.66761144
2016-05-17 08:00:00,90.0,87.752263387,217.0,238.038607279,247.0,207.611434937,95.0,103.6071256,200.0,234.835416158,378.0,347.367782593,357.0,319.534123739,449.0,480.394882202,310.0,346.830932617,232.0,217.634702047,61.0,71.72326533,17.0,10.9612790744,77.0,40.4243221283,50.0,56.8764578501,22.0,16.5857408841,32.0,18.8978182475,140.0,160.659926097,331.0,368.180079142,607.0,631.743703206,604.0,658.877634684,970.0,1085.34542847,533.0,644.702921549,152.0,181.064971924,43.0,37.9097983042,7.0,8.27824831009,8.0,9.67915026347,14.0,16.0231103897,46.0,40.7688535055,13.0,8.71232644717,99.0,113.939019521,243.0,247.199236552,547.0,595.971425374,963.0,1042.60886637,880.0,858.467681885,738.0,711.563730876,729.0,680.782582601,510.0,529.213099162,268.0,236.796048482,4.0,8.68893281619,6.0,9.62854210536,7.0,8.76132973035,15.0,19.7323217392,57.0,54.6064732869,358.0,328.855895996,950.0,1019.97368368,884.0,752.956309001,324.0,309.161931356,156.0,152.728118896,435.0,391.182591756,439.0,369.578623454,154.0,149.372779846,9.0,11.9947406451,9.0,8.80786800385,123.0,112.318580627,722.0,741.308339437,1048.0,1054.76212565,831.0,813.779652913,250.0,230.170351664,129.0,123.73519516,160.0,145.0565389,82.0,86.8492164612,19.0,14.0828690529,2.0,7.87110873063,1.0,8.26614026229,4.0,8.07104106744,5.0,8.67167007923,25.0,29.4877300262,593.0,606.525685628,571.0,630.192484538,547.0,518.203745524,62.0,64.2270762126,56.0,47.7273076375,26.0,23.8179203669,24.0,16.9150791168,39.0,18.2326259613,0.0,8.01197425524,19.0,20.1165531476,29.0,17.3179349899,7.0,11.2827518781,37.0,45.7014147441,60.0,51.0271409353,27.0,18.4531838099,19.0,12.0747882525,15.0,9.02300214767,14.0,9.38168716431,22.0,17.4022989273,15.0,17.942990303,27.0,23.9144029617,24.0,28.660472552,1.0,9.15755836169,4.0,12.9524313609,11.0,13.1981767019,4.0,10.4833739599,20.0,20.0320940018,6.0,9.62275139491,228.0,199.59405009,222.0,235.143633525,59.0,92.3434257507,1.0,16.1026185354,107.0,120.418270111,4.0,30.9024187724,95.0,97.7635612488
2016-05-17 09:00:00,61.0,76.1464309692,204.0,227.729680379,127.0,164.512471517,83.0,89.5090522766,230.0,232.174641927,314.0,357.408325195,310.0,337.802627563,428.0,477.606892904,358.0,382.53288269,205.0,212.349845886,66.0,96.5340016683,10.0,9.15048774083,28.0,30.4744602839,44.0,38.4943072001,7.0,14.0708274047,21.0,17.8663473129,166.0,173.701962789,343.0,403.176757812,651.0,629.702616374,694.0,673.671386719,1117.0,1164.01448568,542.0,573.741068522,173.0,151.078765869,24.0,29.9191376368,4.0,5.95315659046,3.0,7.19112881025,13.0,12.976872921,27.0,29.1262979507,7.0,7.00744803747,115.0,96.4838345846,238.0,275.757911682,506.0,575.101348877,869.0,884.657918294,972.0,962.909718831,713.0,768.578236898,638.0,663.017628988,463.0,505.528279622,244.0,227.381650289,4.0,6.03152632713,7.0,6.77319288254,7.0,6.35234745344,11.0,14.6969157855,48.0,44.9610888163,270.0,299.476796468,919.0,869.2784729,851.0,841.499135335,304.0,349.286229451,144.0,132.449696859,389.0,347.181172689,328.0,334.827341715,121.0,117.996547699,1.0,9.23874751727,8.0,7.25055095553,119.0,94.8717473348,523.0,571.758331299,872.0,904.101420085,682.0,746.721506755,192.0,195.614173889,104.0,101.601852417,117.0,114.708969116,63.0,67.5034294128,19.0,12.1221385002,3.0,4.86378578345,2.0,5.37384720643,4.0,5.32276511192,5.0,5.96692613761,30.0,25.211244901,482.0,527.418233236,619.0,562.548868815,394.0,380.544815063,42.0,51.4429620107,24.0,34.8015584946,15.0,19.7942129771,18.0,14.5118501981,22.0,17.4707640012,0.0,5.22477463881,13.0,16.089173317,14.0,17.2350099881,8.0,9.12034805616,26.0,32.4860258102,26.0,36.5531015396,11.0,14.9008221626,4.0,10.1116975149,6.0,7.15399122238,9.0,8.18143399556,6.0,14.3959801992,12.0,13.4805405935,19.0,16.814666907,18.0,18.9441267649,2.0,5.85575858752,6.0,8.59994967779,6.0,9.17700107892,2.0,6.53884613514,37.0,18.338704745,11.0,6.7962187926,431.0,329.034123739,309.0,320.86366272,57.0,72.7214164734,10.0,11.5555332502,64.0,111.008605957,8.0,27.9181054433,76.0,79.5449409485
2016-05-17 10:00:00,59.0,72.8147532145,149.0,197.735677083,123.0,123.442206065,68.0,78.3470408122,191.0,209.482841492,334.0,325.785212199,241.0,307.840998332,292.0,352.126698812,300.0,323.192306519,143.0,176.468065898,95.0,113.062316895,2.0,6.43148084482,9.0,24.5438788732,19.0,29.0699195862,4.0,10.7031107744,13.0,15.6882343292,134.0,161.308031718,271.0,328.832163493,580.0,547.787099202,645.0,633.49420166,1094.0,1044.62195841,440.0,462.218383789,133.0,127.68979009,30.0,23.4633576075,1.0,4.15967603525,4.0,4.87317192554,7.0,10.2915417353,21.0,24.0153913498,3.0,5.42398742835,91.0,83.7788085938,234.0,238.780125936,474.0,472.149464925,699.0,732.71182251,926.0,907.630615234,771.0,781.874633789,585.0,609.94317627,462.0,489.339360555,211.0,218.008097331,5.0,4.24777241548,3.0,5.06233298779,0.0,5.0315810442,10.0,11.5441960494,59.0,35.9986731211,233.0,253.693186442,853.0,753.927113851,1071.0,991.253194173,287.0,335.237701416,124.0,112.134780884,290.0,337.84630839,272.0,298.347264608,100.0,95.1997388204,4.0,5.73133297761,2.0,4.91525912285,86.0,74.1008923848,413.0,458.456766764,762.0,755.94148763,692.0,705.807383219,183.0,173.551211039,101.0,89.514377594,75.0,99.3249791463,44.0,59.6783618927,7.0,9.93964831034,0.0,3.01771006485,2.0,3.79601363341,1.0,3.75686164697,0.0,4.53349951903,41.0,24.7180871964,401.0,405.547612508,504.0,529.672754924,313.0,338.546910604,35.0,41.9189001719,11.0,27.4242639542,12.0,16.3045444489,8.0,11.9455769857,10.0,14.6816180547,0.0,3.50292395552,17.0,13.6077504158,14.0,13.1786324183,5.0,6.5221902132,18.0,24.7936973572,12.0,27.935133934,7.0,10.9483764966,6.0,6.01584192117,7.0,5.33226557573,7.0,5.91612493992,4.0,11.0881361961,5.0,9.02221973737,9.0,13.159371376,10.0,13.8948502541,0.0,3.90677289168,4.0,6.13145379225,0.0,6.44042785962,0.0,4.41934279601,25.0,17.8093732198,5.0,6.23372364044,394.0,371.389450073,424.0,342.195027669,97.0,82.5960470835,7.0,9.59895300865,115.0,121.097456614,38.0,27.1363077164,62.0,71.811750412
2016-05-17 11:00:00,85.0,77.7659098307,191.0,190.006334941,117.0,117.976493835,62.0,77.6802647909,201.0,217.318743388,306.0,325.63390096,304.0,307.494852702,262.0,262.009190877,298.0,320.972432454,160.0,170.742894491,166.0,133.820140839,4.0,5.45842111111,13.0,19.7066176732,20.0,24.9877646764,1.0,7.40192147096,17.0,15.5377222697,145.0,154.497525533,354.0,305.11092631,561.0,530.225931803,605.0,663.86114502,1010.0,935.377003988,395.0,390.018132528,107.0,120.359077454,31.0,23.6970125834,0.0,3.9522309502,2.0,4.28040067355,7.0,9.34741036097,15.0,22.0933936437,4.0,4.87184830507,78.0,78.9766184489,174.0,201.188242594,428.0,410.983011882,746.0,718.775726318,966.0,969.45489502,809.0,838.809631348,612.0,614.403564453,478.0,471.612945557,216.0,219.22820282,1.0,4.17141568661,3.0,4.55567216873,4.0,4.27613741159,7.0,11.453233401,45.0,37.0751565297,247.0,241.120165507,775.0,777.999694824,1266.0,1280.57989502,399.0,353.758641561,109.0,113.322978973,322.0,324.228398641,243.0,288.695760091,79.0,89.8786137899,5.0,5.47266517083,4.0,4.92160801093,85.0,71.4393049876,401.0,418.406921387,710.0,736.045135498,760.0,737.211730957,166.0,177.923497518,88.0,85.7109985352,83.0,94.1040178935,61.0,63.8937314351,12.0,9.38350176811,1.0,2.73889187972,1.0,3.69581367572,0.0,3.51264431079,5.0,4.08289825916,46.0,28.0004364649,382.0,359.013646444,510.0,493.382497152,352.0,319.826578776,35.0,40.4754454295,20.0,23.2195413907,11.0,13.8470190366,6.0,10.5575303237,5.0,11.8784735203,0.0,3.40272390842,14.0,13.1521736781,15.0,11.3810656071,9.0,5.6904771328,24.0,22.7841739655,13.0,23.5638109843,5.0,7.94093616803,5.0,5.16629715761,4.0,5.17138441404,15.0,5.7068502903,9.0,7.34183021386,0.0,7.35291322072,5.0,9.36292306582,5.0,9.91185291608,1.0,3.38793110847,4.0,4.64650702477,2.0,4.74652677774,1.0,3.83798118432,20.0,19.3966358503,7.0,5.93422869841,396.0,362.8834788,315.0,329.905843099,86.0,99.5432217916,8.0,8.87931068738,93.0,133.238355001,40.0,31.4270213445,27.0,70.6497859955
2016-05-17 12:00:00,96.0,86.3566424052,205.0,198.994374593,118.0,112.917036692,101.0,82.8398157756,194.0,221.853518168,363.0,326.121749878,313.0,311.992396037,240.0,267.815917969,281.0,333.145070394,165.0,177.901374817,231.0,171.139849345,2.0,4.65878295898,9.0,16.3942221006,25.0,21.1334354083,7.0,6.65492653847,11.0,15.2330201467,157.0,152.651974996,360.0,348.018585205,554.0,546.056722005,641.0,663.54377238,922.0,899.570861816,361.0,397.693974813,100.0,115.661950429,27.0,23.0986671448,0.0,3.51477702459,1.0,4.3003188769,8.0,8.75620539983,20.0,20.3325401942,2.0,4.38011797269,59.0,81.3162733714,164.0,192.43901825,382.0,419.968098958,758.0,752.205790202,994.0,1004.38379924,955.0,863.512237549,664.0,660.941396077,592.0,493.424723307,243.0,219.419199626,2.0,3.68471761545,5.0,3.83243751526,4.0,3.92278997103,11.0,11.6896732648,33.0,38.3267300924,220.0,242.155751546,813.0,798.0987854,1406.0,1406.50356038,377.0,374.291320801,140.0,125.537757874,324.0,332.166712443,279.0,285.208908081,76.0,87.736752828,10.0,5.49341096481,1.0,4.89091457248,62.0,72.0261605581,398.0,416.489496867,753.0,749.670725505,754.0,769.179473877,165.0,183.761906942,74.0,90.2093353271,111.0,95.2606074015,182.0,66.9165643056,16.0,9.13943147659,0.0,2.37192443013,1.0,3.66384951274,2.0,3.46875015895,2.0,4.19492765268,44.0,30.4961296717,360.0,358.892623901,488.0,483.769744873,314.0,322.088623047,41.0,40.3079382579,15.0,21.1788404783,17.0,13.9425400098,8.0,9.39381639163,12.0,9.53985842069,0.0,3.51477702459,14.0,12.8066754341,25.0,12.3728745778,7.0,5.67320775986,20.0,20.9651772181,25.0,20.8676897685,3.0,6.94600900014,3.0,4.73415056864,5.0,4.79020504157,19.0,6.21922190984,9.0,7.23486042023,6.0,5.77365418275,10.0,8.4628200531,1.0,8.67463978132,1.0,3.50767378012,3.0,4.33285919825,2.0,4.36649290721,1.0,3.55370064576,19.0,21.580499808,8.0,5.82204564412,387.0,346.789911906,226.0,301.104721069,117.0,114.396785736,11.0,8.95065196355,151.0,157.07728068,55.0,39.1234614054,50.0,74.1255321503
